Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Month,MonthName,Quarter,Weekday,YearMonth,Week,Direct_Op_Cost,Service_Cost,Indirect_Cost,Revenue_per_Pax,Cost_per_Pax,Profit_per_Pax,ASK,RASK,CASK,Is_Profitable
EK8176,2024-11-15,DXB,BKK,DXB-BKK,Airbus A350-900,325,232,0.7141,6.5,Shoulder,Long Haul,Medium,242551.44,28006.99,270558.43,40186.14,15600.0,8450.0,22750.0,4225.0,2187.21,5109.35,5150.16,4641.85,37997.8,4211.26,35232.96,8373.93,2271.53,196387.19,74171.24,27.41,11,Nov,4,Friday,2024-11,46,91211.14,17088.57,88087.48000000001,1166.200129310345,846.4965086206896,319.70362068965517,2112.5,128.07499644970414,92.96435029585798,True
EK7731,2024-11-05,DXB,BAH,DXB-BAH,Boeing 737-800,189,172,0.9133,1.3,Shoulder,Short Haul,High,46087.36,5663.43,51750.79,3085.29,1560.0,1040.0,2340.0,390.0,3682.46,4967.55,5252.66,612.28,8099.54,4888.02,5872.72,2730.98,1794.19,46315.69,5435.1,10.5,11,Nov,4,Tuesday,2024-11,45,8415.29,14514.95,23385.45,300.8766860465116,269.2772674418605,31.599418604651166,245.70000000000002,210.6259259259259,188.5050468050468,True
EK5846,2024-08-23,DXB,BOM,DXB-BOM,Boeing 777-300ER,396,288,0.729,3.2,Low,Medium Haul,High,212970.57,31382.52,244353.09,25121.02,11200.0,4800.0,14400.0,2560.0,4701.21,8873.32,5527.92,1984.14,30443.41,7999.22,23008.74,11855.22,2328.53,154802.73,89550.36,36.65,8,Aug,3,Friday,2024-08,34,58081.020000000004,21086.589999999997,75635.12,848.4482291666667,537.5094791666667,310.93875,1267.2,192.82914299242424,122.16124526515152,True
EK7801,2024-11-17,DXB,AMM,DXB-AMM,Airbus A350-900,325,257,0.7919,3.2,Shoulder,Short Haul,Medium,44676.86,6275.69,50952.55,19114.02,7680.0,4160.0,11200.0,2080.0,3237.71,6070.97,3071.61,1340.38,8440.45,4171.95,19043.36,2445.65,2499.37,94555.47,-43602.92,-85.58,11,Nov,4,Sunday,2024-11,46,44234.020000000004,13720.670000000002,36600.780000000006,198.25894941634243,367.9201167315175,-169.66116731517508,1040.0,48.99283653846154,90.91872115384615,False
EK5330,2024-07-14,DXB,KHI,DXB-KHI,Airbus A320,180,123,0.6876,2.5,Low,Medium Haul,Medium,58162.46,6805.79,64968.25,5999.91,2875.0,1950.0,4250.0,700.0,3487.25,3742.78,4608.4,1782.06,8629.56,2298.94,9112.04,2884.35,1092.58,53412.87,11555.39,17.79,7,Jul,3,Sunday,2024-07,28,15774.91,13620.49,24017.47,528.1971544715448,434.2509756097561,93.94626016260162,450.0,144.3738888888889,118.69526666666667,True
EK1732,2024-02-13,DXB,KWI,DXB-KWI,Boeing 737-800,189,168,0.892,2.0,Peak,Short Haul,High,33888.84,4074.32,37963.16,5090.77,2400.0,1600.0,3600.0,600.0,4732.24,3127.53,2996.12,1318.67,6505.69,2834.11,7051.37,1705.7,2493.91,46056.1,-8092.95,-21.32,2,Feb,1,Tuesday,2024-02,7,13290.77,12174.56,20590.78,225.9711904761905,274.1434523809524,-48.17232142857143,378.0,100.43164021164021,121.84153439153438,False
EK8962,2024-12-01,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,313,0.7928,14.5,Peak,Long Haul,Medium,422335.93,52879.3,475215.23,116302.72,50750.0,21750.0,65250.0,11600.0,2921.55,9879.3,3395.1,6274.69,65758.1,7181.04,70599.56,18247.53,4042.91,453952.49,21262.73,4.47,12,Dec,4,Sunday,2024-12,48,265652.72,22470.64,165829.14,1518.259520766773,1450.3274440894568,67.9320447284345,5742.0,82.76127307558342,79.05825322187391,True
EK2156,2024-02-29,DXB,SIN,DXB-SIN,Boeing 787-9,296,275,0.9303,7.5,Peak,Long Haul,High,387650.05,53284.11,440934.16,39157.4,16500.0,9000.0,24000.0,4500.0,6311.0,5911.96,2405.07,4770.71,72244.3,4731.85,33041.7,16354.66,3371.21,242299.86,198634.3,45.05,2,Feb,1,Thursday,2024-02,9,93157.4,19398.739999999998,129743.72000000002,1603.3969454545454,881.0903999999999,722.3065454545454,2220.0,198.61899099099097,109.14408108108107,True
EK8382,2024-12-23,DXB,KWI,DXB-KWI,Boeing 737-800,189,177,0.9403,2.0,Peak,Short Haul,High,34603.85,4094.33,38698.18,5463.47,2400.0,1600.0,3600.0,600.0,3912.27,2924.55,3324.31,1339.58,6366.8,4360.45,7430.88,2000.27,1814.39,47136.98,-8438.8,-21.81,12,Dec,4,Monday,2024-12,52,13663.470000000001,11500.71,21972.79,218.63378531073445,266.31062146892657,-47.67683615819209,378.0,102.37613756613757,124.7010052910053,False
EK4294,2024-05-02,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,308,0.779,16.5,Normal,Long Haul,Medium,433780.34,59262.65,493042.99,133955.32,57750.0,24750.0,74250.0,13200.0,3503.71,5307.09,4061.59,12681.92,80534.4,7122.86,105242.84,22542.24,3981.17,548883.13,-55840.14,-11.33,5,May,2,Thursday,2024-05,18,303905.32,25554.309999999998,219423.50999999998,1600.7889285714286,1782.0880844155845,-181.29915584415585,6534.0,75.45806397306397,84.00415212733395,False
EK7541,2024-10-26,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,339,0.8566,7.5,Shoulder,Long Haul,High,485885.15,57154.5,543039.65,60595.71,26250.0,11250.0,33750.0,6000.0,8410.99,10486.22,5923.47,5583.67,83130.22,7772.6,45535.23,31524.07,4199.07,340411.26,202628.39,37.31,10,Oct,4,Saturday,2024-10,43,137845.71,30404.35,172161.19000000003,1601.8868731563423,1004.1630088495575,597.7238643067847,2970.0,182.841632996633,114.61658585858586,True
EK3982,2024-05-18,DXB,MAA,DXB-MAA,Boeing 787-9,296,195,0.6619,4.5,Normal,Medium Haul,Medium,111396.93,16021.19,127418.12,23599.2,9900.0,5400.0,14400.0,2700.0,4479.54,5518.72,2484.47,2408.28,19720.84,5332.91,21601.43,5013.46,2732.79,125291.64,2126.48,1.67,5,May,2,Saturday,2024-05,20,55999.2,14891.01,54401.43,653.4262564102564,642.5212307692308,10.905025641025642,1332.0,95.65924924924924,94.06279279279279,True
EK6305,2024-08-19,DXB,ORD,DXB-ORD,Airbus A350-900,325,232,0.7144,14.5,Low,Long Haul,Medium,287389.53,40161.45,327550.98,79288.46,34800.0,18850.0,50750.0,9425.0,4131.59,5932.79,5900.48,11084.65,55378.19,6740.93,58871.27,14351.06,2256.48,357760.89,-30209.92,-9.22,8,Aug,3,Monday,2024-08,34,193113.46000000002,27049.510000000002,137597.93000000002,1411.8576724137931,1542.072801724138,-130.21517241379308,4712.5,69.50683925729443,75.9174302387268,False
EK6161,2024-08-15,DXB,HKG,DXB-HKG,Airbus A380,517,407,0.7887,8.5,Low,Long Haul,High,466071.91,55513.55,521585.46,96558.89,42500.0,17000.0,51000.0,8500.0,4032.41,12885.28,3060.68,4684.8,74352.29,8368.02,82182.48,23434.29,3420.17,431979.31,89606.15,17.18,8,Aug,3,Thursday,2024-08,33,215558.89,24663.170000000002,191757.25,1281.5367567567569,1061.3742260442261,220.1625307125307,4394.5,118.69051314142679,98.29999089771304,True
EK3156,2024-04-13,DXB,CAI,DXB-CAI,Boeing 787-9,296,227,0.7692,3.5,Shoulder,Short Haul,Medium,63045.93,7160.2,70206.14,19780.21,7700.0,4200.0,11200.0,2100.0,4034.02,6588.58,4157.41,1429.8,9984.85,5980.36,17628.43,2580.65,2978.36,100342.67,-30136.54,-42.93,4,Apr,2,Saturday,2024-04,15,44980.21,16209.81,39152.65,309.27814977973566,442.0381938325991,-132.76008810572688,1036.0,67.76654440154441,96.85585907335907,False
EK2062,2024-02-15,DXB,CMB,DXB-CMB,Airbus A350-900,325,235,0.7257,4.5,Peak,Medium Haul,Medium,181674.46,19259.7,200934.16,29338.29,10800.0,5850.0,15750.0,2925.0,2549.11,3811.33,3641.25,3196.98,34451.63,6737.07,23462.52,9731.09,3148.46,155392.72,45541.44,22.66,2,Feb,1,Thursday,2024-02,7,64663.29,13198.67,77530.77,855.0389787234043,661.2456170212766,193.79336170212767,1462.5,137.39087863247863,106.25143247863248,True
EK3616,2024-04-16,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,274,0.6941,16.5,Shoulder,Long Haul,Medium,510279.02,54851.15,565130.17,128434.49,57750.0,24750.0,74250.0,13200.0,2313.9,6787.22,4591.39,9139.61,68912.73,4253.63,106694.14,31670.64,3408.0,536155.75,28974.42,5.13,4,Apr,2,Tuesday,2024-04,16,298384.49,22832.120000000003,214939.14,2062.5188686131387,1956.772810218978,105.74605839416057,6534.0,86.49069023569024,82.05628252219161,True
EK2167,2024-02-12,DXB,HKG,DXB-HKG,Airbus A380,517,450,0.8721,8.5,Peak,Long Haul,High,625968.08,64979.72,690947.79,96644.36,42500.0,17000.0,51000.0,8500.0,7680.33,7654.18,2205.6,4721.02,107655.69,9675.06,73730.35,29154.96,4397.8,462519.34,228428.45,33.06,2,Feb,1,Monday,2024-02,7,215644.36,22261.13,224613.86,1535.4395333333334,1027.8207555555557,507.6187777777778,4394.5,157.23012629423144,105.24959381044488,True
EK4222,2024-05-27,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,354,0.8943,7.5,Normal,Long Haul,High,370569.94,40930.15,411500.09,63215.75,26250.0,11250.0,33750.0,6000.0,9131.12,8403.95,2807.47,3788.28,49462.86,6863.75,54642.31,24584.51,3949.98,304099.98,107400.1,26.1,5,May,2,Monday,2024-05,22,140465.75,24130.82,139503.41,1162.4296327683617,859.0394915254237,303.3901129943503,2970.0,138.55221885521885,102.39056565656566,True
EK4636,2024-06-20,DXB,HYD,DXB-HYD,Airbus A350-900,325,220,0.6797,4.2,Low,Medium Haul,Medium,101134.29,10724.54,111858.83,22830.11,10080.0,5460.0,14700.0,2730.0,3346.43,5518.36,2329.68,2937.39,16229.06,5541.07,19860.62,3600.64,1954.08,117117.45,-5258.62,-4.7,6,Jun,2,Thursday,2024-06,25,55800.11,14131.859999999999,47185.47,508.4492272727273,532.3520454545454,-23.90281818181818,1365.0,81.94786080586081,85.80032967032967,False
EK6588,2024-09-21,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,307,0.7775,7.0,Normal,Medium Haul,High,225664.62,26703.66,252368.28,62481.52,24500.0,10500.0,31500.0,5600.0,6542.56,5190.51,2260.35,3519.31,31282.9,5224.02,42788.45,13493.39,4219.46,249102.46,3265.82,1.29,9,Sep,3,Saturday,2024-09,38,134581.52,17512.73,97008.22,822.0465146579804,811.408664495114,10.63785016286645,2772.0,91.04194805194805,89.8638023088023,True
EK3938,2024-05-08,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,329,0.8318,7.0,Normal,Medium Haul,High,193742.15,21142.02,214884.17,56223.19,24500.0,10500.0,31500.0,5600.0,6974.37,4792.87,4882.04,5213.85,27535.63,8174.31,50157.75,6836.81,2886.46,245777.28,-30893.11,-14.38,5,May,2,Wednesday,2024-05,19,128323.19,21863.129999999997,95590.96,653.1433738601825,747.0434042553192,-93.90003039513678,2772.0,77.51954184704185,88.66424242424242,False
EK8091,2024-11-15,DXB,MEL,DXB-MEL,Airbus A350-900,325,233,0.719,13.5,Shoulder,Long Haul,Medium,496269.49,64704.57,560974.06,74114.74,32400.0,17550.0,47250.0,8775.0,4085.28,3484.78,2241.679999999993,9092.18,100486.75,4485.57,60115.51,30903.9,3017.2,398002.59,162971.47,29.05,11,Nov,4,Friday,2024-11,46,180089.74,18903.919999999995,199008.93000000002,2407.613991416309,1708.1656223175967,699.4483690987124,4387.5,127.85733561253562,90.71284102564103,True
EK8192,2024-11-22,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,300,0.7589,7.5,Shoulder,Long Haul,Medium,546239.33,57533.83,603773.16,68948.76,26250.0,11250.0,33750.0,6000.0,4363.68,6546.42,2436.26,5263.72,96468.41,4670.39,54749.09,20630.74,3655.29,344982.74,258790.42,42.86,11,Nov,4,Friday,2024-11,47,146198.76,18610.08,180173.92,2012.5772000000002,1149.9424666666666,862.6347333333334,2970.0,203.29062626262626,116.15580471380471,True
EK5491,2024-07-22,DXB,HKG,DXB-HKG,Boeing 777-300ER,396,303,0.7671,8.5,Low,Long Haul,High,351984.06,39222.34,391206.4,65788.01,29750.0,12750.0,38250.0,6800.0,6088.1,6099.69,4683.56,5664.56,62112.44,5232.47,58240.66,23387.13,4451.55,329298.17,61908.23,15.82,7,Jul,3,Monday,2024-07,30,153338.01,22535.910000000003,153424.25,1291.1102310231024,1086.7926402640264,204.31759075907593,3366.0,116.22293523469995,97.83071004159238,True
EK4140,2024-05-14,DXB,SIN,DXB-SIN,Boeing 787-9,296,233,0.7892,7.5,Normal,Long Haul,High,536418.95,71081.48,607500.43,40256.25,16500.0,9000.0,24000.0,4500.0,7438.98,4147.36,4973.12,4860.01,80063.85,3518.02,35820.11,35207.77,2131.64,272417.12,335083.31,55.16,5,May,2,Tuesday,2024-05,20,94256.25,21419.47,156741.39,2607.2979828326183,1169.1721888412017,1438.1257939914162,2220.0,273.6488423423424,122.71041441441442,True
EK5980,2024-08-26,DXB,MAA,DXB-MAA,Airbus A350-900,325,202,0.6225,4.5,Low,Medium Haul,Medium,124654.38,18539.37,143193.75,25342.94,10800.0,5850.0,15750.0,2925.0,2204.74,4382.45,5301.59,3495.36,19065.3,5126.03,22676.24,6905.8,2785.92,132611.38,10582.37,7.39,8,Aug,3,Monday,2024-08,35,60667.94,15384.14,56559.29,708.8799504950495,656.4919801980199,52.38797029702971,1462.5,97.91025641025641,90.67444786324786,True
EK1143,2024-01-20,DXB,JED,DXB-JED,Boeing 737-800,189,153,0.8139,3.0,Peak,Short Haul,Medium,25746.93,2978.96,28725.89,6931.11,3600.0,2400.0,5400.0,900.0,3074.86,4546.82,3807.6500000000015,2169.12,4245.71,4251.45,7942.35,1123.94,1978.74,52371.75,-23645.86,-82.32,1,Jan,1,Saturday,2024-01,3,19231.11,13598.45,19542.190000000002,187.75091503267973,342.29901960784315,-154.5481045751634,567.0,50.66294532627866,92.36640211640211,False
EK8895,2024-12-15,DXB,FRA,DXB-FRA,Boeing 777-300ER,396,376,0.9498,6.5,Peak,Long Haul,High,590517.81,87689.1,678206.91,60675.22,22750.0,9750.0,29250.0,5200.0,7108.09,9121.4,4239.68,4468.4,91501.72,7295.49,42103.39,32610.61,4299.65,330373.64,347833.27,51.29,12,Dec,4,Sunday,2024-12,50,127625.22,24937.57,177810.86000000002,1803.7417819148936,878.6532978723404,925.0884840425532,2574.0,263.483648018648,128.35028749028749,True
EK4577,2024-06-06,DXB,LHR,DXB-LHR,Boeing 787-9,296,227,0.7674,7.0,Low,Medium Haul,High,141297.46,14567.54,155864.99,39401.26,15400.0,8400.0,22400.0,4200.0,9350.54,6139.11,2950.38,2825.16,20114.23,4341.77,33593.9,5050.35,3332.08,177498.78,-21633.78,-13.88,6,Jun,2,Thursday,2024-06,23,89801.26000000001,21265.190000000002,66432.33,686.629911894273,781.9329515418502,-95.30299559471365,2072.0,75.22441602316601,85.66543436293436,False
EK5946,2024-08-16,DXB,BLR,DXB-BLR,Airbus A350-900,325,199,0.613,4.5,Low,Medium Haul,Medium,120924.49,16679.1,137603.59,27907.18,10800.0,5850.0,15750.0,2925.0,3107.15,3215.38,3424.62,3293.55,18610.67,4124.75,21069.17,5724.62,1930.51,127732.6,9870.99,7.17,8,Aug,3,Friday,2024-08,33,63232.18,13040.7,51459.72,691.4753266331658,641.8723618090453,49.602964824120605,1462.5,94.08792478632478,87.33852991452991,True
EK3782,2024-05-20,DXB,JED,DXB-JED,Airbus A320,180,132,0.7371,3.0,Normal,Short Haul,Medium,28346.04,3581.12,31927.15,6959.43,3450.0,2340.0,5100.0,840.0,4199.94,2515.79,3802.07,1472.35,4475.08,2406.44,7912.86,1332.07,1126.06,47932.1,-16004.94,-50.13,5,May,2,Monday,2024-05,21,18689.43,11990.15,17252.510000000002,241.8723484848485,363.1219696969697,-121.24954545454545,540.0,59.124351851851856,88.76314814814815,False
EK1717,2024-02-14,DXB,MCT,DXB-MCT,Airbus A320,180,163,0.9058,1.2,Peak,Short Haul,High,40285.34,4296.24,44581.58,2780.3,1380.0,936.0,2040.0,336.0,4900.09,3539.38,3259.1600000000035,483.57,7798.64,3830.26,6134.42,2384.95,2392.84,42195.61,2385.97,5.35,2,Feb,1,Wednesday,2024-02,7,7472.3,12182.200000000004,22541.11,273.5066257668712,258.868773006135,14.637852760736195,216.0,206.39620370370372,195.3500462962963,True
EK2819,2024-03-14,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,334,0.8452,7.5,Shoulder,Long Haul,High,735199.48,83719.23,818918.72,69671.15,26250.0,11250.0,33750.0,6000.0,5665.65,8820.67,4182.76,3662.55,112415.77,9953.62,55864.19,44902.4,4797.66,397186.41,421732.31,51.5,3,Mar,1,Thursday,2024-03,11,146921.15,22331.63,227933.64,2451.85245508982,1189.180868263473,1262.6715868263473,2970.0,275.7302087542087,133.73279797979797,True
EK3502,2024-04-10,DXB,HKG,DXB-HKG,Boeing 777-300ER,396,357,0.9028,8.5,Shoulder,Long Haul,High,611113.91,63852.68,674966.58,74485.78,29750.0,12750.0,38250.0,6800.0,4969.42,11812.36,3547.01,3702.66,84686.48,5723.75,56805.27,24301.11,3773.6,361357.45,313609.14,46.46,4,Apr,2,Wednesday,2024-04,15,162035.78,24031.45,175290.21,1890.6626890756302,1012.2057422969189,878.456974789916,3366.0,200.52483065953652,107.35515448603684,True
EK5360,2024-07-18,DXB,CMB,DXB-CMB,Airbus A350-900,325,204,0.6297,4.5,Low,Medium Haul,Medium,87835.02,10543.36,98378.38,26414.19,10800.0,5850.0,15750.0,2925.0,2072.84,3220.24,4824.87,1994.13,12343.1,5105.94,24255.3,3241.29,2253.43,121050.34,-22671.96,-23.05,7,Jul,3,Thursday,2024-07,29,61739.19,12112.080000000002,47199.06,482.2469607843137,593.3840196078431,-111.1370588235294,1462.5,67.26726837606837,82.76946324786324,False
EK5171,2024-07-31,DXB,BOM,DXB-BOM,Boeing 777-300ER,396,288,0.7274,3.2,Low,Medium Haul,High,163382.37,17019.69,180402.06,28647.27,11200.0,4800.0,14400.0,2560.0,7793.03,6862.89,5374.2,1988.11,30167.27,7492.59,27690.51,9569.72,4307.56,162853.16,17548.91,9.73,7,Jul,3,Wednesday,2024-07,31,61607.270000000004,22018.23,79227.65,626.3960416666666,565.4623611111111,60.93371527777778,1267.2,142.36273674242423,128.514172979798,True
EK7588,2024-10-11,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,316,0.8001,16.0,Shoulder,Long Haul,Medium,414568.17,46418.869999999995,460987.04,147139.33,56000.0,24000.0,72000.0,12800.0,2885.24,8448.83,5983.1,12432.4,69843.89,8863.35,97033.67,19300.5,3543.02,540273.32,-79286.28,-17.2,10,Oct,4,Friday,2024-10,41,311939.32999999996,29749.57,198584.43,1458.819746835443,1709.7256962025315,-250.9059493670886,6336.0,72.75679292929293,85.27041035353534,False
EK1395,2024-01-25,DXB,CMB,DXB-CMB,Boeing 787-9,296,242,0.8194,4.5,Peak,Medium Haul,Medium,111013.86,12360.98,123374.84,25983.23,9900.0,5400.0,14400.0,2700.0,3423.31,5775.08,5143.9,3225.45,20413.27,6252.71,21536.95,4860.01,2254.21,131268.12,-7893.28,-6.4,1,Jan,1,Thursday,2024-01,4,58383.229999999996,17567.739999999998,55317.15,509.813388429752,542.4302479338843,-32.61685950413223,1332.0,92.62375375375375,98.54963963963964,False
EK6731,2024-09-19,DXB,JFK,DXB-JFK,Airbus A380,517,469,0.9089,14.0,Normal,Long Haul,High,904576.37,134111.35,1038687.72,184595.48,70000.0,28000.0,84000.0,14000.0,7188.11,14401.88,3210.4,8453.03,134962.99,7711.98,110382.1,56416.98,4007.6,727330.56,311357.16,29.98,9,Sep,3,Thursday,2024-09,38,380595.48,33253.42,313481.64999999997,2214.6859701492535,1550.8114285714287,663.8745415778251,7238.0,143.50479690522243,100.4877811550152,True
EK7320,2024-10-06,DXB,KHI,DXB-KHI,Boeing 737-800,189,155,0.8224,2.5,Shoulder,Medium Haul,Medium,123414.56,14490.58,137905.14,6852.57,3000.0,2000.0,4500.0,750.0,3935.29,3617.66,4867.49,1341.35,21144.89,2980.02,10263.65,6543.92,1585.52,73382.38,64522.76,46.79,10,Oct,4,Sunday,2024-10,40,17102.57,13761.789999999999,42517.99999999999,889.7105806451614,473.4347096774194,416.2758709677419,472.5,291.8627301587302,155.30662433862435,True
EK8186,2024-11-01,DXB,KUL,DXB-KUL,Airbus A350-900,325,231,0.7129,7.5,Shoulder,Long Haul,Medium,452502.2,61027.79,513529.99,41718.67,18000.0,9750.0,26250.0,4875.0,4095.87,7325.74,4108.57,4566.78,77531.92,4603.63,40113.55,19538.86,3294.64,265773.23,247756.76,48.25,11,Nov,4,Friday,2024-11,44,100593.67,20096.96,145082.60000000003,2223.07354978355,1150.533463203463,1072.5400865800866,2437.5,210.67897025641025,109.03517128205128,True
EK8699,2024-12-19,DXB,JFK,DXB-JFK,Airbus A380,517,466,0.9018,14.0,Peak,Long Haul,High,773968.79,88418.38,862387.17,157331.31,70000.0,28000.0,84000.0,14000.0,11401.4,15368.93,3532.89,6320.61,150366.13,8624.49,100945.86,50106.61,4497.57,704495.79,157891.38,18.31,12,Dec,4,Thursday,2024-12,51,353331.31,36623.83,314540.66,1850.6162446351932,1511.7935407725322,338.82270386266094,7238.0,119.14716358109976,97.33293589389335,True
EK5492,2024-07-26,DXB,HKG,DXB-HKG,Boeing 777-300ER,396,290,0.7327,8.5,Low,Long Haul,High,343771.46,42891.41,386662.88,66867.0,29750.0,12750.0,38250.0,6800.0,6483.8,8565.53,2674.79,5074.88,64188.1,4422.44,44898.02,20278.52,3959.74,314962.83,71700.05,18.54,7,Jul,3,Friday,2024-07,30,154417.0,22799.000000000004,137746.81999999998,1333.320275862069,1086.0787241379312,247.24155172413793,3366.0,114.87310754604873,93.5718449197861,True
EK2365,2024-03-12,DXB,MCT,DXB-MCT,Boeing 737-800,189,178,0.9444,1.2,Shoulder,Short Haul,High,35704.76,5066.96,40771.72,2824.91,1440.0,960.0,2160.0,360.0,2542.37,3077.63,3240.9,928.03,6960.06,3077.25,5410.43,1249.62,2134.29,36365.5,4406.23,10.81,3,Mar,1,Tuesday,2024-03,11,7744.91,9788.93,18831.65,229.05460674157305,204.3005617977528,24.754101123595504,226.79999999999998,179.76948853615522,160.34171075837745,True
EK8331,2024-12-16,DXB,DOH,DXB-DOH,Boeing 737-800,189,173,0.9174,1.5,Peak,Short Haul,High,46453.88,4765.57,51219.45,3419.93,1800.0,1200.0,2700.0,450.0,4363.77,2752.26,3340.44,753.83,6581.51,2631.66,6590.18,1837.03,1933.11,40353.73,10865.72,21.21,12,Dec,4,Monday,2024-12,51,9569.93,11210.300000000001,19573.49,296.06618497109827,233.25855491329483,62.807630057803465,283.5,180.66825396825396,142.34119929453263,True
EK6999,2024-10-06,DXB,MCT,DXB-MCT,Boeing 737-800,189,163,0.8654,1.2,Shoulder,Short Haul,High,35239.78,3903.79,39143.57,2881.88,1440.0,960.0,2160.0,360.0,3382.08,5669.67,2874.04,677.48,4840.78,2516.71,6259.41,1176.37,2233.77,37432.18,1711.39,4.37,10,Oct,4,Sunday,2024-10,40,7801.88,12603.27,17027.04,240.14460122699387,229.64527607361964,10.499325153374233,226.79999999999998,172.59069664903,165.04488536155205,True
EK1595,2024-01-27,DXB,FRA,DXB-FRA,Airbus A380,517,491,0.95,6.5,Peak,Long Haul,High,958514.4,113210.32,1071724.72,73304.17,32500.0,13000.0,39000.0,6500.0,11828.63,8817.18,4414.47,3711.06,188581.62,8398.09,59502.86,58068.13,6671.06,514297.26,557427.46,52.01,1,Jan,1,Saturday,2024-01,4,164304.16999999998,28771.34,321221.76,2182.738737270876,1047.4485947046844,1135.2901425661914,3360.5,318.91823240589196,153.0418866240143,True
EK7205,2024-10-16,DXB,DEL,DXB-DEL,Boeing 787-9,296,271,0.9167,3.5,Shoulder,Medium Haul,High,122553.65,17708.68,140262.33,17802.58,7700.0,4200.0,11200.0,2100.0,6080.7,9004.14,3877.16,1727.17,17023.99,6817.13,20909.15,6952.16,2924.18,118318.36,21943.97,15.64,10,Oct,4,Wednesday,2024-10,42,43002.58,20689.17,54626.61000000001,517.5731734317343,436.5991143911439,80.9740590405904,1036.0,135.3883494208494,114.2069111969112,True
EK4952,2024-06-08,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,292,0.7381,16.5,Low,Long Haul,Medium,556136.86,71766.71,627903.57,129612.28,57750.0,24750.0,74250.0,13200.0,3097.21,8219.73,3587.09,10495.05,101745.45,5011.79,96260.73,29323.24,3149.62,560452.19,67451.38,10.74,6,Jun,2,Saturday,2024-06,23,299562.28,25399.079999999998,235490.82999999996,2150.3546917808217,1919.356815068493,230.99787671232878,6534.0,96.09788337924701,85.7747459442914,True
EK6392,2024-09-02,DXB,KWI,DXB-KWI,Boeing 737-800,189,154,0.8158,2.0,Normal,Short Haul,High,36102.34,4344.65,40446.99,4912.42,2400.0,1600.0,3600.0,600.0,4101.94,3554.11,2619.36,1551.19,6901.3,3695.75,5952.94,1782.76,1931.37,45203.13,-4756.15,-11.76,9,Sep,3,Monday,2024-09,36,13112.42,11826.6,20264.119999999995,262.6427922077922,293.52681818181816,-30.884090909090908,378.0,107.00261904761905,119.585,False
EK6917,2024-09-25,DXB,FRA,DXB-FRA,Boeing 787-9,296,233,0.7885,6.5,Normal,Long Haul,High,344420.68,38992.25,383412.93,35366.25,14300.0,7800.0,20800.0,3900.0,8927.19,4822.49,3323.23,4986.47,61433.16,4156.32,30370.87,22312.0,2113.21,224611.2,158801.74,41.42,9,Sep,3,Wednesday,2024-09,39,82166.25,22059.38,120385.56000000001,1645.5490557939913,963.9965665236052,681.5525321888412,1924.0,199.27906964656964,116.74178794178795,True
